fund,fund_ticker,bbg_ticker,date,eqyticker,shares_vest,shares_cust,price_vest,price_cust,shares_diff,price_diff,discrepancy_type
P2726,P2726,P2726,2026-05-14,PM,1085.0,1085.0,188.21,191.86,0.0,-3.65,Match
P2726,P2726,P2726,2026-05-14,PM,1085.0,1085.0,188.21,191.86,0.0,-3.65,Match
P2726,P2726,P2726,2026-05-14,PM,1085.0,1085.0,191.86,191.86,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PYPL,715.0,715.0,44.77,45.04,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,PYPL,715.0,715.0,44.77,45.04,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,PYPL,715.0,715.0,45.04,45.04,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,QCOM,639.0,639.0,203.6,200.08,0.0,3.52,Match
P2726,P2726,P2726,2026-05-14,QCOM,639.0,639.0,203.6,200.08,0.0,3.52,Match
P2726,P2726,P2726,2026-05-14,QCOM,639.0,639.0,200.08,200.08,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,RTX,1486.0,1486.0,176.64,175.68,0.0,0.96,Match
P2726,P2726,P2726,2026-05-14,RTX,1486.0,1486.0,176.64,175.68,0.0,0.96,Match
P2726,P2726,P2726,2026-05-14,RTX,1486.0,1486.0,175.68,175.68,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,SBUX,1254.0,1254.0,106.4,106.4,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,SBUX,1254.0,1254.0,107.72,106.4,0.0,1.32,Match
P2726,P2726,P2726,2026-05-14,SBUX,1254.0,1254.0,107.72,106.4,0.0,1.32,Match
P2726,P2726,P2726,2026-05-14,SCHW,1275.0,1275.0,89.88,89.44,0.0,0.44,Match
P2726,P2726,P2726,2026-05-14,SCHW,1275.0,1275.0,89.44,89.44,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,SCHW,1275.0,1275.0,89.88,89.44,0.0,0.44,Match
P2726,P2726,P2726,2026-05-14,SO,2113.0,2113.0,93.36,93.68,0.0,-0.32,Match
P2726,P2726,P2726,2026-05-14,SO,2113.0,2113.0,93.36,93.68,0.0,-0.32,Match
P2726,P2726,P2726,2026-05-14,SO,2113.0,2113.0,93.68,93.68,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,SPGI,237.0,237.0,408.48,403.92,0.0,4.56,Match
P2726,P2726,P2726,2026-05-14,SPGI,237.0,237.0,403.92,403.92,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,SPGI,237.0,237.0,408.48,403.92,0.0,4.56,Match
P2726,P2726,P2726,2026-05-14,T,4652.0,4652.0,24.65,24.65,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,T,4652.0,4652.0,24.82,24.65,0.0,0.17,Match
P2726,P2726,P2726,2026-05-14,T,4652.0,4652.0,24.82,24.65,0.0,0.17,Match
P2726,P2726,P2726,2026-05-14,TJX,655.0,655.0,147.35,147.35,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,TJX,655.0,655.0,147.68,147.35,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,TJX,655.0,655.0,147.68,147.35,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,TMO,226.0,226.0,448.21,448.21,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,TMO,226.0,226.0,454.99,448.21,0.0,6.78,Match
P2726,P2726,P2726,2026-05-14,TMO,226.0,226.0,454.99,448.21,0.0,6.78,Match
P2726,P2726,P2726,2026-05-14,TSLA,1611.0,1611.0,443.3,443.3,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,TSLA,1611.0,1611.0,443.74,443.3,0.0,0.44,Match
P2726,P2726,P2726,2026-05-14,TSLA,1611.0,1611.0,443.74,443.3,0.0,0.44,Match
P2726,P2726,P2726,2026-05-14,TXN,542.0,542.0,304.23,308.17,0.0,-3.94,Match
P2726,P2726,P2726,2026-05-14,TXN,542.0,542.0,304.23,308.17,0.0,-3.94,Match
P2726,P2726,P2726,2026-05-14,TXN,542.0,542.0,308.17,308.17,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,UBER,1827.0,1827.0,74.69,74.69,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,UBER,1827.0,1827.0,73.38,74.69,0.0,-1.31,Match
P2726,P2726,P2726,2026-05-14,UBER,1827.0,1827.0,73.38,74.69,0.0,-1.31,Match
P2726,P2726,P2726,2026-05-14,UNH,988.0,988.0,399.09,399.09,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,UNH,988.0,988.0,399.35,399.09,0.0,0.26,Match
P2726,P2726,P2726,2026-05-14,UNH,988.0,988.0,399.35,399.09,0.0,0.26,Match
P2726,P2726,P2726,2026-05-14,UNP,521.0,521.0,269.34,269.34,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,UNP,521.0,521.0,266.59,269.34,0.0,-2.75,Match
P2726,P2726,P2726,2026-05-14,UNP,521.0,521.0,266.59,269.34,0.0,-2.75,Match
P2726,P2726,P2726,2026-05-14,UPS,650.0,650.0,98.42,98.42,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,UPS,650.0,650.0,99.43,98.42,0.0,1.01,Match
P2726,P2726,P2726,2026-05-14,UPS,650.0,650.0,99.43,98.42,0.0,1.01,Match
P2726,P2726,P2726,2026-05-14,USB,937.0,937.0,53.42,53.42,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,USB,937.0,937.0,53.75,53.42,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,USB,937.0,937.0,53.75,53.42,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,V,1288.0,1288.0,322.52,322.52,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,V,1288.0,1288.0,321.43,322.52,0.0,-1.09,Match
P2726,P2726,P2726,2026-05-14,V,1288.0,1288.0,321.43,322.52,0.0,-1.09,Match
P2726,P2726,P2726,2026-05-14,VZ,2767.0,2767.0,47.06,47.06,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,VZ,2767.0,2767.0,47.21,47.06,0.0,0.15,Match
P2726,P2726,P2726,2026-05-14,VZ,2767.0,2767.0,47.21,47.06,0.0,0.15,Match
P2726,P2726,P2726,2026-05-14,WFC,1891.0,1891.0,74.28,73.79,0.0,0.49,Match
P2726,P2726,P2726,2026-05-14,WFC,1891.0,1891.0,74.28,73.79,0.0,0.49,Match
P2726,P2726,P2726,2026-05-14,WFC,1891.0,1891.0,73.79,73.79,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,WM,1335.0,1335.0,218.58,218.82,0.0,-0.24,Match
P2726,P2726,P2726,2026-05-14,WM,1335.0,1335.0,218.58,218.82,0.0,-0.24,Match
P2726,P2726,P2726,2026-05-14,WM,1335.0,1335.0,218.82,218.82,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,WMT,2682.0,2682.0,132.46,132.46,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,WMT,2682.0,2682.0,132.39,132.46,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,WMT,2682.0,2682.0,132.39,132.46,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,XOM,4000.0,4000.0,152.71,152.78,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,XOM,4000.0,4000.0,152.71,152.78,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,XOM,4000.0,4000.0,152.78,152.78,0.0,0.0,Match
